SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,
26, 2017, 2, 2, 0, 2, 701, 567.8, 567, 0.52, 0.88, 235, 283, 53503, 34916, 729.8, 52631, 1, 2.7, 46.9, 
27, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 172, 172, 2, 16, 0.3, 26, 0, 1.5, 17.4, 
28, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 285, 285, 0, 8, 0.2, 11, 0, 4.1, 29, 
29, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 189, 189, 14, 48, 1, 72, 0, 4.1, 29.6, 
30, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 198, 198, 3, 20, 0.5, 30, 0, 3.6, 28.5, 
31, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 100, 100, 14, 17, 0.3, 25, 0, 4.1, 29, 
32, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 25.2, 
33, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19.9, 
34, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 14.2, 
35, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 30.5, 
36, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 201, 201, 5, 23, 0.5, 34, 1, 2.4, 30.5, 
37, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 18.3, 
38, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 221, 221, 0, 4, 0.1, 6, 0, 2, 25.7, 
39, 2017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 17.4, 
40, 2017, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 271, 271, 0, 4, 0.1, 5, 0, 1.3, 19.7, 
