EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
14, 22, 1991, Lightning, 248, 359, 416, eco109, 7.3, 1, 248, InitialAttack, 1, 0.8, 1.1, 1.1, 383, 383, 1.2, 1, 0, 0, 0.04, 0, 0, 25, 14.3, 35.7, 35.7, 0, 0, 0.73, 54, 0, 0, 
15, 25, 1991, Accidental, 218, 359, 378, eco100, 25.8, 1, 218, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10.5, 9.2, 1.2, 0, 0.27, 14.9, 0, 0, 
16, 25, 1991, Lightning, 249, 431, 369, eco164, 31.1, 1, 249, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 50, 45.4, 4.6, 0, 1.29, 71, 0, 0, 
17, 27, 1991, Accidental, 188, 347, 355, eco131, 21.5, 1, 188, InitialAttack, 112, 90.7, 4.39, 10.63, 4846, 13269, 14.9, 0.05, 0.94, 0.01, 0.66, 0.64, 996, 1792, 19972.7, 6182.6, 4252.5, 0, 1930.1, 112.4, 9608.1, 188, 21.5, 
18, 28, 1991, Accidental, 142, 420, 432, eco100, 0.3, 1, 142, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.07, 0, 0, 26, 18.2, 20.4, 20.4, 0, 0, 0.43, 30.8, 0, 0, 
19, 29, 1991, Lightning, 203, 324, 411, eco40, 8.2, 1, 203, InitialAttack, 1, 0.8, 1.34, 1.34, 1100, 1100, 1.9, 0, 1, 0, 0.14, 0, 0, 16, 30.3, 51.4, 40.2, 0, 11.2, 0.98, 79.1, 0, 0, 
20, 29, 1991, Accidental, 222, 396, 380, eco164, 15.1, 1, 222, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6.7, 6.7, 0, 0, 0.17, 9.5, 0, 0, 
21, 30, 1991, Lightning, 241, 378, 426, eco16, 23, 12, 252, Contained, 1638, 1326.8, 3.94, 33.22, 4819, 56836, 39.3, 0.1, 0.85, 0.05, 0.55, 0.47, 11176, 22734, 228081.9, 108355.6, 70355.3, 13704.2, 24296, 2210.42, 164267.7, 252, 18.9, 
22, 32, 1991, Lightning, 273, 416, 420, eco16, 0, 1, 273, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.09, 0, 0, 18, 22.7, 26, 26, 0, 0, 0.53, 39.3, 0, 0, 
23, 37, 1991, Accidental, 223, 406, 438, eco106, 37, 1, 223, InitialAttack, 20, 16.2, 3.54, 6.65, 3292, 9567, 5.3, 0.15, 0.85, 0, 0.28, 0.25, 56, 297, 1294.8, 1521.7, 1187.7, 190.9, 143.1, 34.89, 2241, 223, 37, 
24, 38, 1991, Accidental, 157, 344, 325, eco45, 11.4, 1, 157, InitialAttack, 1, 0.8, 6.27, 6.27, 6496, 6496, 4.4, 0, 1, 0, 1, 1, 14, 0, 208.2, 49.2, 28.6, 0, 20.6, 0.86, 77, 0, 0, 
25, 38, 1991, Accidental, 241, 429, 411, eco106, 18.9, 1, 241, InitialAttack, 5, 4.1, 1.84, 2.27, 1485, 2133, 2.6, 0, 1, 0, 0.41, 0.2, 9, 63, 476.9, 370.4, 252.1, 80.2, 38.1, 8.23, 549.9, 241, 18.9, 
26, 38, 1991, Lightning, 250, 353, 396, eco14, 35.3, 3, 252, Weather, 266, 215.5, 4.13, 14.05, 5333, 30773, 26.1, 0.08, 0.88, 0.05, 0.48, 0.48, 1436, 4497, 43193.4, 23999.5, 14327.4, 5576.3, 4095.8, 518.26, 35891.7, 250, 35.3, 
27, 39, 1991, Accidental, 245, 412, 392, eco16, 11.7, 1, 245, InitialAttack, 1, 0.8, 0.74, 0.74, 484, 484, 1.3, 0, 1, 0, 0.14, 0, 2, 17, 40.8, 76.3, 58.8, 15.1, 2.5, 1.78, 111.9, 0, 0, 
