SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,
13, 1991, 1, 1, 0, 1, 4, 3.2, 3.2, 0, 0.75, 212, 212, 230, 168, 3.5, 255, 1, 4.7, 29.2, 
14, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 35.8, 
15, 1991, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 1, 213, 213, 18, 27, 0.6, 42, 1, 3.9, 25.7, 
16, 1991, 1, 1, 0, 1, 1, 0.8, 0.8, 1, 1, 257, 257, 141, 42, 0.8, 65, 1, 7.8, 29.6, 
17, 1991, 1, 1, 0, 1, 58, 47, 47, 0.95, 1, 217, 217, 8070, 3083, 59.1, 4739, 1, 7.1, 30.2, 
18, 1991, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 220, 220, 2, 45, 0.9, 68, 0, 6.5, 43.2, 
19, 1991, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 1, 189, 189, 56, 33, 0.6, 51, 1, 4.8, 35.8, 
20, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4, 25.2, 
21, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1, 46.9, 
22, 1991, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 248, 248, 14, 36, 0.7, 54, 1, 2.7, 25.9, 
23, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9, 25.7, 
24, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5, 32.5, 
25, 1991, 2, 2, 1, 1, 2, 1.6, 0.8, 0, 0, 218, 249, 0, 60, 1.6, 86, 2, 9.2, 38.2, 
26, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9, 25.7, 
27, 1991, 1, 1, 0, 1, 112, 90.7, 90.7, 0.64, 0.95, 188, 188, 19973, 6183, 112.4, 9608, 1, 7.8, 29.6, 
28, 1991, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 142, 142, 18, 20, 0.4, 31, 0, 3.7, 19.9, 
29, 1991, 2, 2, 1, 1, 2, 1.6, 0.8, 0, 0.5, 203, 222, 30, 58, 1.2, 89, 2, 4.6, 25.3, 
30, 1991, 1, 1, 1, 0, 1638, 1326.8, 1326.8, 0.47, 0.9, 241, 241, 228082, 108356, 2210.4, 164268, 1, 5.3, 26.5, 
31, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6, 21.8, 
32, 1991, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 273, 273, 23, 26, 0.5, 39, 0, 6.5, 32.5, 
33, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8, 28.5, 
34, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 25.6, 
35, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4, 18.3, 
36, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7, 21.3, 
37, 1991, 1, 1, 0, 1, 20, 16.2, 16.2, 0.25, 0.85, 223, 223, 1295, 1522, 34.9, 2241, 1, 6.8, 34.1, 
38, 1991, 3, 3, 1, 2, 272, 220.3, 215.5, 0.47, 0.93, 157, 250, 43878, 24419, 527.4, 36519, 2, 9.6, 33.7, 
39, 1991, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 245, 245, 41, 76, 1.8, 112, 1, 6.8, 34.1, 
40, 1991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6, 21.8, 
