SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,
17, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 37, 37, 11, 16, 0.3, 24, 0, 2.6, 29.2, 
18, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 153, 153, 16, 25, 0.5, 37, 0, 4.1, 29.6, 
19, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 148, 148, 15, 20, 0.4, 31, 0, 3.6, 34.1, 
20, 1996, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 0, 238, 238, 3, 58, 1.3, 85, 1, 3.6, 34.1, 
21, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 22.8, 
22, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 21.3, 
23, 1996, 1, 1, 1, 0, 1, 0.8, 0.8, 0, 1, 149, 149, 6, 12, 0.2, 18, 1, 2.6, 25.3, 
24, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 19.7, 
25, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 52, 52, 13, 15, 0.3, 23, 0, 2.8, 26.5, 
26, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6, 28.5, 
27, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 23.3, 
28, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19.9, 
29, 1996, 1, 1, 0, 1, 2725, 2207.3, 2207.3, 0.22, 0.75, 281, 281, 140163, 180157, 4078.1, 266211, 0, 6.2, 42.8, 
30, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19.9, 
31, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 241, 241, 4, 39, 0.9, 57, 1, 4.1, 29.6, 
32, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1, 29, 
33, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19.9, 
34, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 23.3, 
35, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4, 32.5, 
36, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 35.8, 
37, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 17.4, 
38, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 0, 54, 54, 22, 14, 0.3, 20, 0, 6.2, 42.8, 
39, 1996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 16.6, 
40, 1996, 1, 1, 0, 1, 1, 0.8, 0.8, 0, 1, 270, 270, 30, 67, 1.5, 99, 1, 4.1, 29, 
