SimulationYear,CalendarYear,IgnitionAttempts,Fires,LightningFires,AccidentalFires,CellsBurned,AreaBurnedHa,LargestFireHa,FractionHighSeverity,FractionCrownFire,FirstFireDay,LastFireDay,BiomassKilledMg,ConsumptionMg,PM25Mg,CO2Mg,FiresContained,MeanFWI,MaxFWI,seed
48,2017,1,1,0,1,1,0.8,0.8,0,0,230,230,1,65,1.7,92,1,4.9,33.7,4444
49,2017,1,1,0,1,1,0.8,0.8,0,0,306,306,0,3,0.1,4,0,2.4,25.2,4444
50,2017,1,1,0,1,1,0.8,0.8,0,0,201,201,0,13,0.3,18,0,2.6,25.3,4444
51,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,21.3,4444
52,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,25.5,4444
53,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17.4,4444
54,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,34.1,4444
55,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,19.7,4444
56,2017,1,1,0,1,1,0.8,0.8,0,0,245,245,17,26,0.5,40,0,2.4,25.2,4444
57,2017,1,1,0,1,1,0.8,0.8,0,0,227,227,2,13,0.3,19,1,3.5,43.2,4444
58,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,30.5,4444
59,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,14.2,4444
60,2017,1,1,0,1,1,0.8,0.8,0,1,139,139,14,15,0.3,22,0,2.4,30.5,4444
61,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,43.2,4444
62,2017,1,1,0,1,248,200.9,200.9,0.23,0.81,238,238,12484,14378,321,21323,1,4.9,33.7,4444
63,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,43.2,4444
64,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,14.2,4444
65,2017,1,1,1,0,1,0.8,0.8,0,0,262,262,0,3,0.1,4,1,3.3,25.5,4444
66,2017,2,2,0,2,701,567.8,567,0.52,0.88,235,283,53503,34916,729.8,52631,1,2.7,46.9,4444
67,2017,1,1,0,1,1,0.8,0.8,0,0,172,172,2,16,0.3,26,0,1.5,17.4,4444
68,2017,1,1,0,1,1,0.8,0.8,0,0,285,285,0,8,0.2,11,0,4.1,29,4444
69,2017,1,1,0,1,1,0.8,0.8,0,0,189,189,14,48,1,72,0,4.1,29.6,4444
70,2017,1,1,0,1,1,0.8,0.8,0,0,198,198,3,20,0.5,30,0,3.6,28.5,4444
71,2017,1,1,0,1,1,0.8,0.8,0,0,100,100,14,17,0.3,25,0,4.1,29,4444
72,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,25.2,4444
73,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.9,4444
74,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,14.2,4444
75,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,30.5,4444
76,2017,1,1,0,1,1,0.8,0.8,0,0,201,201,5,23,0.5,34,1,2.4,30.5,4444
77,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,18.3,4444
78,2017,1,1,0,1,1,0.8,0.8,0,0,221,221,0,4,0.1,6,0,2,25.7,4444
79,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17.4,4444
80,2017,1,1,0,1,1,0.8,0.8,0,0,271,271,0,4,0.1,5,0,1.3,19.7,4444
81,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,21.3,5555
82,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,21.8,5555
83,1996,2,2,0,2,2,1.6,0.8,0,0,19,182,7,34,0.8,50,0,2.5,35.8,5555
84,1996,4,3,0,3,6238,5052.8,4305.2,0.45,0.83,17,234,482001,324692,7027.5,485311,0,4.7,44.5,5555
85,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,44.5,5555
86,1996,1,1,0,1,1,0.8,0.8,0,0,278,278,0,23,0.6,33,0,2.9,26.6,5555
87,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,25.5,5555
88,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,25.6,5555
89,1996,1,1,1,0,1,0.8,0.8,0,0,219,219,0,10,0.3,14,0,1.9,22.5,5555
90,1996,1,1,0,1,1,0.8,0.8,0,1,195,195,13,17,0.4,25,1,3.7,30.2,5555
91,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,22.8,5555
92,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,22.5,5555
93,1996,1,1,0,1,1,0.8,0.8,0,0,316,316,13,27,0.5,41,0,4.7,38.2,5555
94,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,32.5,5555
95,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,25.6,5555
96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,35.8,5555
97,1996,1,1,0,1,1,0.8,0.8,0,0,37,37,11,16,0.3,24,0,2.6,29.2,5555
98,1996,1,1,0,1,1,0.8,0.8,0,0,153,153,16,25,0.5,37,0,4.1,29.6,5555
99,1996,1,1,0,1,1,0.8,0.8,0,0,148,148,15,20,0.4,31,0,3.6,34.1,5555
100,1996,1,1,1,0,1,0.8,0.8,0,0,238,238,3,58,1.3,85,1,3.6,34.1,5555
101,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,22.8,5555
102,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,21.3,5555
103,1996,1,1,1,0,1,0.8,0.8,0,1,149,149,6,12,0.2,18,1,2.6,25.3,5555
104,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,19.7,5555
105,1996,1,1,0,1,1,0.8,0.8,0,0,52,52,13,15,0.3,23,0,2.8,26.5,5555
106,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,28.5,5555
107,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,23.3,5555
108,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.9,5555
109,1996,1,1,0,1,2725,2207.3,2207.3,0.22,0.75,281,281,140163,180157,4078.1,266211,0,6.2,42.8,5555
110,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.9,5555
111,1996,1,1,0,1,1,0.8,0.8,0,0,241,241,4,39,0.9,57,1,4.1,29.6,5555
112,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,29,5555
113,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.9,5555
114,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,23.3,5555
115,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,32.5,5555
116,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,35.8,5555
117,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17.4,5555
118,1996,1,1,0,1,1,0.8,0.8,0,0,54,54,22,14,0.3,20,0,6.2,42.8,5555
119,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,16.6,5555
120,1996,1,1,0,1,1,0.8,0.8,0,1,270,270,30,67,1.5,99,1,4.1,29,5555
121,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,46.9,6666
122,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,26.5,6666
123,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,29.6,6666
124,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,25.5,6666
125,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,25.6,6666
126,1991,2,2,0,2,2,1.6,0.8,0,0.5,250,255,83,74,1.4,114,1,2.4,25.2,6666
127,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,19.7,6666
128,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,21.3,6666
129,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,25.2,6666
130,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,16.4,6666
131,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,26.5,6666
132,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,26.6,6666
133,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,29.2,6666
134,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,35.8,6666
135,1991,2,2,0,2,2,1.6,0.8,0,0,84,152,34,57,1.2,86,0,2,25.7,6666
136,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,29.6,6666
137,1991,2,2,0,2,132,106.9,106.1,0.87,0.99,75,229,17917,7418,144.8,11356,0,3.7,30.2,6666
138,1991,2,2,1,1,2,1.6,0.8,0,0,44,324,46,43,0.9,65,0,3.5,43.2,6666
139,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,35.8,6666
140,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,25.2,6666
141,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,46.9,6666
142,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,25.9,6666
143,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.7,6666
144,1991,1,1,0,1,215,174.1,174.2,0.29,0.87,234,234,21260,14805,312.1,22271,0,3.4,32.5,6666
145,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,38.2,6666
146,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.7,6666
147,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,29.6,6666
148,1991,1,1,0,1,1,0.8,0.8,0,0,300,300,19,15,0.3,23,0,2,19.9,6666
149,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,25.3,6666
150,1991,1,1,0,1,2,1.6,1.6,1,1,219,219,426,109,2,170,0,2.8,26.5,6666
151,1991,1,1,0,1,1,0.8,0.8,0,0,101,101,22,35,0.7,53,0,2.4,21.8,6666
152,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,32.5,6666
153,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,28.5,6666
154,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,25.6,6666
155,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,18.3,6666
156,1991,1,1,0,1,1,0.8,0.8,0,0,235,235,7,59,1.3,88,1,1.9,21.3,6666
157,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,34.1,6666
158,1991,2,2,1,1,2,1.6,0.8,0,0,245,276,3,53,1.4,75,2,4.9,33.7,6666
159,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,34.1,6666
160,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,21.8,6666
