EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
19, 22, 2017, Lightning, 201, 340, 374, eco14, 25.5, 17, 217, Contained, 3729, 3020.5, 4.01, 29.87, 4396, 55247, 38.6, 0.13, 0.82, 0.05, 0.47, 0.41, 21766, 59161, 425071.9, 207595.1, 144890.7, 15802.1, 46902.3, 4155.62, 316073.9, 217, 20.5, 
21, 25, 2017, Accidental, 177, 357, 324, eco125, 0.8, 1, 177, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.06, 0, 0, 6, 0.2, 24.6, 24.6, 0, 0, 0.64, 34.9, 0, 0, 
22, 26, 2017, Accidental, 240, 352, 352, eco131, 0.3, 1, 240, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.07, 0, 0, 27, 15.9, 22.7, 22.5, 0.2, 0, 0.5, 33.8, 0, 0, 
23, 26, 2017, Lightning, 285, 378, 360, eco20, 26.5, 1, 285, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.05, 0, 0, 4, 0.2, 63.9, 60.6, 3.3, 0, 1.65, 90.9, 0, 0, 
24, 31, 2017, Lightning, 255, 431, 374, eco164, 5.1, 1, 255, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.18, 0, 0, 1, 2.1, 9.3, 8.3, 1, 0, 0.24, 13.3, 0, 0, 
25, 34, 2017, Accidental, 272, 409, 373, eco20, 0, 1, 272, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4.6, 4.6, 0, 0, 0.12, 6.5, 0, 0, 
26, 35, 2017, Accidental, 242, 395, 432, eco100, 0.1, 1, 242, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.1, 0, 0, 14, 26.7, 28.9, 28.9, 0, 0, 0.64, 42.9, 0, 0, 
27, 35, 2017, Accidental, 262, 366, 434, eco100, 20.1, 1, 262, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.71, 0, 0, 1, 1.1, 8.1, 7.2, 0.9, 0, 0.21, 11.5, 0, 0, 
28, 35, 2017, Lightning, 300, 426, 404, eco106, 2.3, 1, 300, InitialAttack, 1, 0.8, 3, 3, 1910, 1910, 2.5, 0, 1, 0, 0.14, 0, 2, 22, 38.9, 38.5, 29.4, 0, 9.2, 0.73, 59.4, 0, 0, 
29, 36, 2017, Lightning, 227, 401, 382, eco164, 12.5, 1, 227, InitialAttack, 1, 0.8, 1.86, 1.86, 1229, 1229, 2, 0, 1, 0, 0.48, 0, 2, 13, 68.4, 35.2, 23.7, 0, 11.5, 0.66, 54.3, 0, 0, 
30, 37, 2017, Accidental, 135, 340, 399, eco39, 2.7, 1, 135, InitialAttack, 1, 0.8, 0.24, 0.24, 43, 43, 0.4, 1, 0, 0, 0.01, 0, 0, 10, 1.9, 17.2, 17.2, 0, 0, 0.36, 25.8, 0, 0, 
