SimulationYear,Day,FireDanger,LightningAttempts,LightningFires,AccidentalAttempts,AccidentalFires,ActiveFires,
35, 234, 16.9, 0, 0, 0, 0, 1, 
35, 235, 17.7, 0, 0, 0, 0, 1, 
35, 236, 17.4, 0, 0, 0, 0, 1, 
35, 237, 22.2, 0, 0, 0, 0, 1, 
35, 238, 26.3, 0, 0, 0, 0, 1, 
35, 239, 27.1, 0, 0, 0, 0, 1, 
35, 240, 15.3, 0, 0, 0, 0, 1, 
35, 241, 14.1, 0, 0, 0, 0, 1, 
35, 242, 18.5, 0, 0, 0, 0, 1, 
35, 243, 30.7, 0, 0, 0, 0, 1, 
35, 244, 26.4, 0, 0, 0, 0, 1, 
35, 245, 30.8, 0, 0, 0, 0, 1, 
35, 246, 35.8, 0, 0, 0, 0, 1, 
35, 247, 19, 0, 0, 0, 0, 1, 
35, 248, 17.1, 0, 0, 0, 0, 1, 
35, 249, 16.7, 0, 0, 0, 0, 1, 
35, 250, 31.5, 0, 0, 0, 0, 1, 
35, 251, 28.8, 0, 0, 0, 0, 1, 
35, 252, 35, 0, 0, 0, 0, 1, 
35, 253, 41, 0, 0, 0, 0, 1, 
35, 254, 30.5, 0, 0, 0, 0, 1, 
35, 255, 26.7, 0, 0, 0, 0, 1, 
35, 256, 10.5, 0, 0, 0, 0, 1, 
35, 257, 11.1, 0, 0, 0, 0, 1, 
35, 258, 10.3, 0, 0, 0, 0, 1, 
40, 61, 0, 1, 0, 0, 0, 0, 
