EventID,SimulationYear,Day,FWI,BurnHours,CellsBurned,CumulativeAreaHa,MaxRos,MaxIntensity,Suppressed,seed
64,93,222,29,10.1,28,22.7,7.36,7303,no,5555
65,93,260,27.3,9.2,51,41.3,7.98,7338,no,5555
66,94,203,17.5,3.9,1,0.8,0,0,no,5555
67,97,199,0.4,0,1,0.8,0,0,no,5555
68,97,280,1.5,0,1,0.8,0,0,no,5555
69,99,209,14.2,2.2,1,0.8,0,0,no,5555
70,99,212,26.2,8.6,15,12.2,5.78,7361,no,5555
71,100,235,34.1,12.8,68,55.1,18.83,39339,no,5555
71,100,236,26,8.5,85,123.9,12.96,24110,yes,5555
72,101,179,8.3,0,1,0.8,0,0,no,5555
73,102,213,9.2,0,1,0.8,0,0,no,5555
74,103,215,12.4,1.2,1,0.8,0,0,no,5555
75,106,266,20.1,5.3,1,0.8,0,0,no,5555
76,107,197,12.3,1.2,1,0.8,0,0,no,5555
77,109,253,41.9,16,1,0.8,0,0,no,5555
77,109,254,30.8,11.1,175,142.6,8.77,17328,yes,5555
77,109,255,28.3,9.7,105,227.6,5.84,6682,yes,5555
78,111,182,17.9,4.2,1,0.8,0,0,no,5555
79,112,244,22.2,6.5,20,16.2,4.67,6463,no,5555
80,113,233,4.7,0,1,0.8,0,0,no,5555
81,114,178,4.1,0,1,0.8,0,0,no,5555
82,114,201,8.4,0,1,0.8,0,0,no,5555
83,114,281,0,0,1,0.8,0,0,no,5555
84,115,230,21.8,6.3,86,69.7,18.17,35765,no,5555
85,118,222,24.2,7.5,1,0.8,0,0,no,5555
86,118,243,33,12.3,1,0.8,0,0,no,5555
87,118,253,40.8,16,8,6.5,19.94,31446,no,5555
87,118,254,29.3,10.3,6,11.3,3.9,2057,yes,5555
87,118,255,27.4,9.2,5,15.4,3.18,3229,yes,5555
88,119,228,10.1,0,1,0.8,0,0,no,5555
89,121,284,24.4,7.6,45,36.5,12.02,7632,no,6666
89,121,285,31.1,11.2,87,106.9,17.02,16313,yes,6666
89,121,286,18.3,4.4,5,111,6.45,3517,yes,6666
89,121,287,18.9,4.7,6,115.8,1.06,356,yes,6666
90,121,289,45.7,16,29,23.5,19.23,16942,no,6666
91,122,242,22.7,6.7,197,159.6,11.22,9828,no,6666
91,122,243,19.5,5,156,285.9,7.62,6103,yes,6666
91,122,244,18.3,4.4,126,388,10.33,8315,yes,6666
92,132,238,0.2,0,1,0.8,0,0,no,6666
93,132,247,9.7,0,1,0.8,0,0,no,6666
94,132,250,22.6,6.7,65,52.7,16.08,26282,no,6666
94,132,251,23.3,7.1,365,348.3,22.67,35294,yes,6666
95,132,292,0,0,1,0.8,0,0,no,6666
96,133,212,17.5,4,4,3.2,2.58,2004,no,6666
97,135,213,4,0,1,0.8,0,0,no,6666
98,136,257,9.9,0,1,0.8,0,0,no,6666
99,137,217,31.2,11.3,58,47,16.17,23580,no,6666
100,138,220,12.2,1.1,1,0.8,0,0,no,6666
101,139,189,4.2,0,1,0.8,0,0,no,6666
102,142,248,7.3,0,1,0.8,0,0,no,6666
103,145,218,25.8,8.4,1,0.8,0,0,no,6666
104,145,249,31.1,11.2,1,0.8,0,0,no,6666
105,147,188,21.5,6.1,112,90.7,10.63,13269,no,6666
106,148,142,0.3,0,1,0.8,0,0,no,6666
107,149,203,8.2,0,1,0.8,0,0,no,6666
108,149,222,15.1,2.7,1,0.8,0,0,no,6666
109,150,241,23,6.9,72,58.3,15.66,30490,no,6666
109,150,242,23.3,7.1,200,220.3,12.95,27723,yes,6666
109,150,243,20.2,5.4,46,257.6,5.7,7806,yes,6666
109,150,244,23.6,7.2,137,368.6,21.3,48933,yes,6666
109,150,245,27.9,9.5,351,652.9,33.22,56836,yes,6666
109,150,246,22.8,6.8,204,818.1,8.4,14207,yes,6666
109,150,247,22.8,6.8,215,992.3,8.65,17508,yes,6666
109,150,248,23.1,7,133,1100,16.06,30461,yes,6666
109,150,249,23.2,7,76,1161.5,7.01,12138,yes,6666
109,150,250,26.4,8.7,145,1279,18.96,38418,yes,6666
109,150,251,24.4,7.6,51,1320.3,9.62,18705,yes,6666
109,150,252,18.9,4.7,8,1326.8,4.63,7338,yes,6666
110,152,273,0,0,1,0.8,0,0,no,6666
111,157,223,37,14.4,20,16.2,6.65,9567,no,6666
112,158,157,11.4,0,1,0.8,0,0,no,6666
113,158,241,18.9,4.7,5,4.1,2.27,2133,no,6666
114,158,250,35.3,13.5,266,215.5,14.05,30773,no,6666
115,159,245,11.7,0,1,0.8,0,0,no,6666
