EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,seed
11,21,2020,Lightning,240,360,424,eco16,15.5,1,240,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,86.6,81.6,5.1,0,2.25,123.1,0,0,3333
12,21,2020,Lightning,253,410,403,eco164,20.9,1,253,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,11.5,10.3,1.2,0,0.29,16.4,0,0,3333
13,21,2020,Lightning,255,428,433,eco106,32.9,1,255,InitialAttack,2,1.6,0.39,0.7,136,233,1,0.5,0.5,0,0.06,0,0,19,3,90.2,75.8,14,0.3,2.3,128.8,255,32.9,3333
14,22,2020,Accidental,240,376,376,eco17,6.3,1,240,InitialAttack,1,0.8,2.77,2.77,3060,3060,3.1,0,1,0,0.77,1,2,26,153.7,50.1,27.4,0,22.7,0.85,78.9,0,0,3333
15,27,2020,Accidental,289,413,420,eco16,0.1,1,289,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.01,0,0,6,2.1,29.7,29.7,0,0,0.59,45.3,0,0,3333
16,29,2020,Accidental,266,386,371,eco164,8.5,1,266,InitialAttack,1,0.8,0.88,0.88,414,414,1.2,1,0,0,0.08,0,0,23,14.2,43.9,43.4,0.5,0,0.98,65.1,0,0,3333
17,30,2020,Accidental,156,432,421,eco106,4.7,1,156,InitialAttack,1,0.8,1,1,1206,1206,2,0,1,0,0.55,0,2,14,143,60.4,36.3,0,24.1,1.06,94.6,0,0,3333
18,30,2020,Lightning,231,396,425,eco16,19.7,1,231,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,41.9,38.6,3.4,0,1.09,59.6,0,0,3333
19,31,2020,Lightning,291,337,428,eco12,13,1,291,InitialAttack,1,0.8,0.64,0.64,475,475,1.3,1,0,0,0.03,0,0,11,3.7,72.6,66.3,6.4,0,1.82,104.3,0,0,3333
20,32,2020,Accidental,299,340,382,eco14,0.2,1,299,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.03,0,0,18,13.1,28.4,28.4,0,0,0.6,42.7,0,0,3333
21,33,2020,Accidental,207,322,395,eco45,0,1,207,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,4.8,4.8,0,0,0.12,6.7,0,0,3333
22,34,2020,Accidental,215,439,434,eco108,5.5,1,215,InitialAttack,1,0.8,0.67,0.67,459,459,1.3,0,1,0,0.17,0,1,15,48.3,53.3,47.2,0,6.2,1.12,80.2,0,0,3333
23,35,2020,Accidental,232,356,415,eco109,23.3,2,233,Contained,3,2.4,1.9,3,1623,2542,2.9,0.33,0.67,0,0.06,0,8,69,56.8,217.9,187.8,15.8,14.2,5.07,319.6,232,23.3,3333
24,35,2020,Lightning,300,377,392,eco17,0,1,300,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.03,0,0,26,13.2,37.1,35.6,1.5,0,0.81,55.4,0,0,3333
25,36,2020,Accidental,220,357,401,eco14,0.8,1,220,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.01,0,0,20,7.3,46.5,46.5,0,0,1.02,69.4,0,0,3333
26,36,2020,Lightning,255,423,369,eco164,1.8,1,255,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.13,0,0,12,28.2,31.3,31.3,0,0,0.7,46.3,0,0,3333
27,40,2020,Accidental,213,337,422,eco44,8.5,1,213,InitialAttack,1,0.8,1.46,1.46,622,622,1.5,1,0,0,0.03,0,0,15,13.2,43.6,41.2,2.4,0,0.99,64.3,0,0,3333
28,41,2017,Accidental,242,327,355,eco45,32.8,2,243,Contained,197,159.6,4.94,16.73,2791,16149,6.7,0.13,0.87,0,0.53,0.51,1080,2291,9658,9260.9,6613.5,1639.1,1008.4,200,13849.7,243,26.7,4444
29,45,2017,Lightning,193,428,417,eco106,0,1,193,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.13,0,0,15,10.6,17.2,17.2,0,0,0.4,25.1,0,0,4444
30,47,2017,Lightning,272,376,389,eco17,19.6,1,272,InitialAttack,8,6.5,1.38,3.44,731,1972,2.5,0.63,0.38,0,0.11,0,7,183,185.1,404.3,308.4,73.1,22.9,8.94,601.1,272,19.6,4444
31,48,2017,Accidental,180,327,427,eco44,19.6,3,182,Contained,219,177.4,6.03,25.08,6549,46361,34.3,0.09,0.84,0.08,0.61,0.57,1872,3064,31806.2,9467,5839.8,0,3627.1,167.36,14793.7,181,20.5,4444
32,48,2017,Lightning,234,412,432,eco16,32.4,7,240,Contained,844,683.6,3.34,14.3,2746,22808,16.3,0.13,0.87,0,0.5,0.49,3666,12675,61985,49183.1,30246.2,10790.3,8146.6,1069.69,73424.2,240,18.5,4444
33,48,2017,Lightning,250,345,389,eco14,35.3,2,251,Contained,290,234.9,3.56,15.94,3388,19350,19.2,0.1,0.89,0,0.42,0.41,1463,5326,25681.8,20599.3,12253.9,5149.1,3196.3,446.5,30778.1,250,35.3,4444
34,49,2017,Accidental,229,334,368,eco14,0.1,1,229,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.02,0,0,17,1.3,36.1,36.1,0,0,0.9,51.9,0,0,4444
35,52,2017,Lightning,205,363,430,eco100,16.7,1,205,InitialAttack,2,1.6,1.63,2.22,601,763,1.6,0,1,0,0.05,0,0,49,28.6,69.6,65.4,0,4.1,1.42,105.5,205,16.7,4444
36,54,2017,Accidental,213,345,412,eco12,27.6,1,213,InitialAttack,164,132.8,4.03,13.81,4475,14779,6.4,0.09,0.91,0,0.57,0.55,1084,2741,26272.4,10772.8,6720.5,1340.3,2712,215.03,16412.8,213,27.6,4444
37,54,2017,Accidental,223,369,362,eco100,28.9,1,223,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,21.2,15.9,5.2,0,0.54,30.2,0,0,4444
38,54,2017,Lightning,235,416,437,eco16,37.9,1,235,InitialAttack,35,28.4,4.41,11.21,2657,7681,4.7,0.09,0.91,0,0.38,0.34,80,505,1195.1,1612.2,1241.7,198.8,171.6,37.25,2369.3,235,37.9,4444
39,55,2017,Accidental,221,368,428,eco100,13,1,221,InitialAttack,1,0.8,0.46,0.46,81,81,0.6,1,0,0,0.05,0,0,16,8,18.1,18.1,0,0,0.4,26.9,0,0,4444
40,58,2017,Accidental,151,386,426,eco100,0.3,1,151,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.13,0,0,19,25.1,21.5,21.5,0,0,0.47,32.1,0,0,4444
41,58,2017,Lightning,294,322,395,eco45,0,1,294,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,7.5,7.5,0,0,0.2,10.7,0,0,4444
42,59,2017,Accidental,185,341,425,eco12,0.8,1,185,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.05,0,0,17,17.1,29.4,29.4,0,0,0.65,43.8,0,0,4444
43,61,2017,Lightning,230,388,417,eco100,24,1,230,InitialAttack,27,21.9,2.28,7.64,1670,6668,4.4,0,1,0,0.38,0.26,88,366,1950.3,1112.9,817.9,66.5,228.5,22.84,1684.8,230,24,4444
44,61,2017,Accidental,243,414,411,eco16,22.4,1,243,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0.72,0,0,1,1.3,15.4,12.2,3.2,0,0.4,22,0,0,4444
45,61,2017,Lightning,257,365,426,eco16,27.2,4,260,Contained,85,68.9,3.15,8.31,2313,9823,5.3,0.12,0.88,0,0.52,0.42,360,1202,7121.4,4549.3,3005.8,788.1,755.4,96.75,6829.1,260,24.7,4444
47,62,2017,Accidental,202,366,375,eco100,14.5,2,203,Contained,3,2.4,2.04,3.8,1503,2493,2.8,0.33,0.67,0,0.59,0.67,6,19,216.8,91.3,58.7,4.4,28.1,1.81,139.3,203,20.7,4444
46,62,2017,Lightning,201,340,374,eco14,25.5,17,217,Contained,3729,3020.5,4.01,29.87,4396,55247,38.6,0.13,0.82,0.05,0.47,0.41,21766,59161,425071.9,207595.1,144890.7,15802.1,46902.3,4155.62,316073.9,217,20.5,4444
48,65,2017,Accidental,177,357,324,eco125,0.8,1,177,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.06,0,0,6,0.2,24.6,24.6,0,0,0.64,34.9,0,0,4444
49,66,2017,Accidental,240,352,352,eco131,0.3,1,240,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.07,0,0,27,15.9,22.7,22.5,0.2,0,0.5,33.8,0,0,4444
50,66,2017,Lightning,285,378,360,eco20,26.5,1,285,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0.05,0,0,4,0.2,63.9,60.6,3.3,0,1.65,90.9,0,0,4444
51,71,2017,Lightning,255,431,374,eco164,5.1,1,255,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.18,0,0,1,2.1,9.3,8.3,1,0,0.24,13.3,0,0,4444
52,74,2017,Accidental,272,409,373,eco20,0,1,272,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6,4.6,0,0,0.12,6.5,0,0,4444
53,75,2017,Accidental,242,395,432,eco100,0.1,1,242,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.1,0,0,14,26.7,28.9,28.9,0,0,0.64,42.9,0,0,4444
54,75,2017,Accidental,262,366,434,eco100,20.1,1,262,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0.71,0,0,1,1.1,8.1,7.2,0.9,0,0.21,11.5,0,0,4444
55,75,2017,Lightning,300,426,404,eco106,2.3,1,300,InitialAttack,1,0.8,3,3,1910,1910,2.5,0,1,0,0.14,0,2,22,38.9,38.5,29.4,0,9.2,0.73,59.4,0,0,4444
56,76,2017,Lightning,227,401,382,eco164,12.5,1,227,InitialAttack,1,0.8,1.86,1.86,1229,1229,2,0,1,0,0.48,0,2,13,68.4,35.2,23.7,0,11.5,0.66,54.3,0,0,4444
57,77,2017,Accidental,135,340,399,eco39,2.7,1,135,InitialAttack,1,0.8,0.24,0.24,43,43,0.4,1,0,0,0.01,0,0,10,1.9,17.2,17.2,0,0,0.36,25.8,0,0,4444
58,83,1996,Lightning,207,334,385,eco14,16.9,1,207,InitialAttack,9,7.3,2.7,4.54,1456,3476,3.3,0,1,0,0.41,0.11,43,190,533,274.9,203.7,0,71.2,5.36,421.1,207,16.9,5555
59,83,1996,Accidental,281,343,425,eco14,5,1,281,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,4,1,21.1,21.1,0,0,0.47,31.4,0,0,5555
60,85,1996,Accidental,249,359,388,eco109,39.7,11,259,Weather,3338,2703.8,3.94,26.57,3329,29454,25.4,0.1,0.9,0,0.45,0.42,14216,59815,270941,198900.6,122456.2,41653.3,34791.1,4286.19,297614,257,26.6,5555
61,90,1996,Lightning,215,436,418,eco108,20.9,2,216,Contained,34,27.5,2.3,4.72,1350,4486,3.7,0.38,0.62,0,0.25,0.18,91,537,1276,1657.9,1236.7,238.2,183.1,35.47,2485.1,216,23.5,5555
62,91,1996,Accidental,215,356,336,eco61,15.5,1,215,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,15.4,14.1,1.3,0,0.39,22,0,0,5555
63,92,1996,Accidental,180,326,425,eco39,0,1,180,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.09,0,0,32,29.3,24.5,24.5,0,0,0.52,36.7,0,0,5555
64,93,1996,Accidental,222,428,422,eco106,29,1,222,InitialAttack,28,22.7,3.71,7.36,2624,7303,4.6,0,1,0,0.69,0.54,182,242,2783.7,1171.5,772,103.1,296.4,23.7,1779.4,222,29,5555
65,93,1996,Lightning,260,348,405,eco14,27.3,1,260,InitialAttack,51,41.3,2.45,7.98,1739,7338,4.7,0.14,0.86,0,0.23,0.18,63,843,2413.2,2424.7,1590.6,461,373.1,51.73,3637.1,260,27.3,5555
66,94,1996,Accidental,203,375,360,eco100,17.5,1,203,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,16.6,13.9,2.7,0,0.42,23.7,0,0,5555
67,97,1996,Lightning,199,324,323,eco45,0.4,1,199,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.11,0,0,13,20.7,27.8,27.8,0,0,0.59,41.7,0,0,5555
68,97,1996,Accidental,280,399,378,eco164,1.5,1,280,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.15,0,0,16,12.2,14.2,14.2,0,0,0.32,21,0,0,5555
69,99,1996,Lightning,209,410,382,eco164,14.2,1,209,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,10.3,10,0.3,0,0.26,14.7,0,0,5555
70,99,1996,Lightning,212,355,426,eco105,26.2,1,212,InitialAttack,15,12.2,2.69,7.96,2536,11532,5.7,0.33,0.67,0,0.25,0.13,31,302,829.9,867.2,700.2,68,99,19.27,1287.6,212,26.2,5555
71,100,1996,Lightning,235,339,419,eco12,34.1,2,236,Contained,153,123.9,3.33,18.83,3692,39339,30.8,0.12,0.84,0.04,0.35,0.33,492,2495,10921.2,10174,7333.1,1190.3,1650.6,220.96,15193.9,236,26,5555
72,101,1996,Lightning,179,348,349,eco131,8.3,2,180,Weather,1,0.8,0.22,0.22,32,32,0.4,1,0,0,0.04,0,0,9,3.1,15.1,15.1,0,0,0.33,22.6,0,0,5555
73,102,1996,Accidental,213,379,353,eco100,9.2,1,213,InitialAttack,1,0.8,2.75,2.75,2052,2052,2.6,0,1,0,0.76,0,0,9,78.8,34.2,19.1,0.1,15.1,0.62,53.2,0,0,5555
74,103,1996,Accidental,215,384,359,eco20,12.4,1,215,InitialAttack,1,0.8,0.4,0.4,187,187,0.9,0,1,0,0.08,0,0,23,15.1,43.3,41.3,0,2,0.89,65.5,0,0,5555
75,106,1996,Lightning,266,352,411,eco14,20.1,1,266,InitialAttack,1,0.8,0.16,0.16,37,37,0.4,1,0,0,0.04,0,0,8,4.1,25.7,21.6,4.1,0,0.59,37.8,0,0,5555
76,107,1996,Accidental,197,340,345,eco125,12.3,1,197,InitialAttack,1,0.8,2.56,2.56,527,527,1.4,0,1,0,0.39,0,0,13,30.1,12.7,10,0,2.6,0.25,19.3,0,0,5555
77,109,1996,Lightning,253,413,417,eco16,41.9,4,256,Contained,281,227.6,2.45,8.77,2558,17328,17.8,0.18,0.81,0.01,0.4,0.25,1305,4161,28340.1,20389,13880.4,3659.6,2849.1,440.06,30496.2,255,28.3,5555
78,111,1996,Lightning,182,343,404,eco12,17.9,1,182,InitialAttack,1,0.8,0.73,0.73,145,145,0.8,1,0,0,0.04,0,0,12,8.9,21.3,21.3,0,0,0.43,32.5,0,0,5555
79,112,1996,Accidental,244,353,440,eco105,22.2,1,244,InitialAttack,20,16.2,2.65,4.67,2368,6463,4.4,0.05,0.95,0,0.4,0.15,43,372,2038.2,1130.1,773.4,121.1,235.5,23.29,1709.1,244,22.2,5555
80,113,1996,Lightning,233,414,429,eco16,4.7,1,233,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.04,0,0,21,14,43.4,35.6,7.8,0,1,63.9,0,0,5555
81,114,1996,Lightning,178,427,410,eco106,4.1,2,179,Weather,1,0.8,0.89,0.89,628,628,1.5,0,1,0,0.21,0,0,10,52.6,41.1,29.4,0,11.6,0.77,63.4,0,0,5555
82,114,1996,Accidental,201,360,384,eco100,8.4,1,201,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.05,0,0,4,0.7,9.4,9.4,0,0,0.23,13.5,0,0,5555
83,114,1996,Accidental,281,390,438,eco16,0,1,281,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.05,0,0,12,8.2,20.3,20.3,0,0,0.42,30.6,0,0,5555
84,115,1996,Lightning,230,419,371,eco20,21.8,2,231,Contained,86,69.7,4.31,18.17,5669,35765,28.9,0.02,0.9,0.08,0.76,0.72,715,737,14914.7,5940.1,3687.4,598.9,1653.8,118.51,9050.9,230,21.8,5555
85,118,1996,Lightning,222,415,402,eco164,24.2,1,222,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1,5.7,0.4,0,0.16,8.7,0,0,5555
86,118,1996,Lightning,243,387,413,eco100,33,1,243,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,9,7.3,1.6,0,0.23,12.8,0,0,5555
87,118,1996,Lightning,253,359,389,eco109,40.8,3,255,Contained,19,15.4,3.39,19.94,3428,31446,26.5,0.37,0.58,0.05,0.28,0.21,53,222,1210.8,1029.9,706.6,177.1,146.2,22.46,1536.5,255,27.4,5555
88,119,1996,Lightning,228,336,427,eco44,10.1,1,228,InitialAttack,1,0.8,1.08,1.08,498,498,1.3,0,1,0,0.04,0,1,12,13.7,40.5,36.8,1.2,2.5,0.88,60.4,0,0,5555
89,121,1991,Lightning,284,379,346,eco100,24.4,4,287,Contained,143,115.8,3.38,17.02,1715,16313,17.1,0.53,0.45,0.01,0.35,0.28,472,759,3892.4,5994.9,4426.7,1172.8,395.3,135.41,8863.3,287,18.9,6666
90,121,1991,Accidental,289,375,436,eco100,45.7,1,289,InitialAttack,29,23.5,9.83,19.23,6515,16942,17.5,0.1,0.83,0.07,0.76,0.9,132,287,2204,1576,1014.8,331.8,229.4,34,2357.6,289,45.7,6666
91,122,1991,Lightning,242,373,387,eco17,22.7,3,244,Contained,479,388,3.2,11.22,2087,9828,5.3,0.19,0.81,0,0.38,0.27,2341,8743,28829.6,22048.4,15417,3473.7,3157.7,472,33044.6,244,18.3,6666
92,132,1991,Accidental,238,353,372,eco119,0.2,1,238,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,13.8,12.5,1.3,0,0.36,19.7,0,0,6666
93,132,1991,Lightning,247,342,408,eco12,9.7,1,247,InitialAttack,1,0.8,0.66,0.66,315,315,1.1,1,0,0,0.03,0,0,21,8,54.9,48.3,6.6,0,1.22,81.4,0,0,6666
94,132,1991,Lightning,250,426,383,eco16,22.6,2,251,Contained,430,348.3,6.21,22.67,6028,35294,28.6,0.05,0.79,0.16,0.71,0.63,3829,3781,46519.2,18741.5,12154.1,802.3,5785.2,358.88,28814.1,251,23.3,6666
95,132,1991,Lightning,292,353,378,eco100,0,1,292,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.09,0,0,23,15,33.3,32.1,1.2,0,0.73,49.6,0,0,6666
96,133,1991,Accidental,212,440,425,eco108,17.5,1,212,InitialAttack,4,3.2,2.26,2.58,1345,2004,2.6,0.25,0.75,0,0.34,0,8,46,230,168.4,120.6,16.3,31.6,3.48,254.6,212,17.5,6666
97,135,1991,Lightning,213,339,368,eco14,4,1,213,InitialAttack,1,0.8,0.42,0.42,131,131,0.7,0,1,0,0.07,0,0,21,18.3,27.4,25.5,0,1.9,0.56,41.6,0,0,6666
98,136,1991,Accidental,257,383,404,eco17,9.9,1,257,InitialAttack,1,0.8,7,7,6106,6106,4.3,0,1,0,0.91,1,11,6,140.9,41.8,23.2,1.9,16.7,0.77,64.7,0,0,6666
99,137,1991,Accidental,217,439,434,eco108,31.2,1,217,InitialAttack,58,47,6.97,16.26,7476,31808,26.7,0,0.84,0.16,0.88,0.95,515,486,8069.5,3083.1,1746,263.8,1073.3,59.08,4739.3,217,31.2,6666
100,138,1991,Accidental,220,421,416,eco100,12.2,2,221,Weather,1,0.8,0.58,0.58,225,225,0.9,0,1,0,0.01,0,0,8,2.1,44.9,42.6,0,2.3,0.92,68,0,0,6666
101,139,1991,Lightning,189,338,400,eco39,4.2,1,189,InitialAttack,1,0.8,2.07,2.07,1182,1182,2,0,1,0,0.25,0,4,19,56.5,33.1,24.8,0,8.3,0.63,51,0,0,6666
102,142,1991,Lightning,248,359,416,eco109,7.3,1,248,InitialAttack,1,0.8,1.1,1.1,383,383,1.2,1,0,0,0.04,0,0,25,14.3,35.7,35.7,0,0,0.73,54,0,0,6666
103,145,1991,Accidental,218,359,378,eco100,25.8,1,218,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,10.5,9.2,1.2,0,0.27,14.9,0,0,6666
104,145,1991,Lightning,249,431,369,eco164,31.1,1,249,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,50,45.4,4.6,0,1.29,71,0,0,6666
105,147,1991,Accidental,188,347,355,eco131,21.5,1,188,InitialAttack,112,90.7,4.39,10.63,4846,13269,14.9,0.05,0.94,0.01,0.66,0.64,996,1792,19972.7,6182.6,4252.5,0,1930.1,112.4,9608.1,188,21.5,6666
106,148,1991,Accidental,142,420,432,eco100,0.3,1,142,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.07,0,0,26,18.2,20.4,20.4,0,0,0.43,30.8,0,0,6666
107,149,1991,Lightning,203,324,411,eco40,8.2,1,203,InitialAttack,1,0.8,1.34,1.34,1100,1100,1.9,0,1,0,0.14,0,0,16,30.3,51.4,40.2,0,11.2,0.98,79.1,0,0,6666
108,149,1991,Accidental,222,396,380,eco164,15.1,1,222,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7,6.7,0,0,0.17,9.5,0,0,6666
109,150,1991,Lightning,241,378,426,eco16,23,12,252,Contained,1638,1326.8,3.94,33.22,4819,56836,39.3,0.1,0.85,0.05,0.55,0.47,11176,22734,228081.9,108355.6,70355.3,13704.2,24296,2210.42,164267.7,252,18.9,6666
110,152,1991,Lightning,273,416,420,eco16,0,1,273,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.09,0,0,18,22.7,26,26,0,0,0.53,39.3,0,0,6666
111,157,1991,Accidental,223,406,438,eco106,37,1,223,InitialAttack,20,16.2,3.54,6.65,3292,9567,5.3,0.15,0.85,0,0.28,0.25,56,297,1294.8,1521.7,1187.7,190.9,143.1,34.89,2241,223,37,6666
112,158,1991,Accidental,157,344,325,eco45,11.4,1,157,InitialAttack,1,0.8,6.27,6.27,6496,6496,4.4,0,1,0,1,1,14,0,208.2,49.2,28.6,0,20.6,0.86,77,0,0,6666
113,158,1991,Accidental,241,429,411,eco106,18.9,1,241,InitialAttack,5,4.1,1.84,2.27,1485,2133,2.6,0,1,0,0.41,0.2,9,63,476.9,370.4,252.1,80.2,38.1,8.23,549.9,241,18.9,6666
114,158,1991,Lightning,250,353,396,eco14,35.3,3,252,Weather,266,215.5,4.13,14.05,5333,30773,26.1,0.08,0.88,0.05,0.48,0.48,1436,4497,43193.4,23999.5,14327.4,5576.3,4095.8,518.26,35891.7,250,35.3,6666
115,159,1991,Accidental,245,412,392,eco16,11.7,1,245,InitialAttack,1,0.8,0.74,0.74,484,484,1.3,0,1,0,0.14,0,2,17,40.8,76.3,58.8,15.1,2.5,1.78,111.9,0,0,6666
